Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Hyattsville, MD",63, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Howell, MI",56, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Flushing, NY",55, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Raleigh, NC",52, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Long Beach, CA",52, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Phoenix, AZ",51, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Newark, NJ",50, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Columbus, OH",49, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Austin, TX",47, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Nashville, TN",46, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Birmingham, AL",39, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Newport News, VA",38, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Jersey City, NJ",38, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Cleveland, OH",37, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"St. Petersburg, FL",34, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"San Jose, CA",33, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Woodbridge, VA",32, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Omaha, NE",31, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Salt Lake City, UT",30, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Saint Paul, MN",29, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Roxbury, MA",29, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"Jacksonville, FL",29, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
"San Antonio, TX",26, Problems detected ,62.46%,3.05%,Thu 21 Mar 2019 13:37:59,Verizon,Is the service down,5.44%,21.70%,3.81%,3.54%
