Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Tacoma, WA",13, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Oklahoma City, OK",12, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Prosper, TX",12, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"West Valley City, UT",12, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Plano, TX",12, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Queens, NY",12, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Baltimore, MD",11, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Kansas City, MO",11, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Albuquerque, NM",11, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"El Paso, TX",10, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Pittsburgh, PA",10, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Sacramento, CA",9, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Honolulu, HI",9, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Waianae, HI",9, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Santa Monica, CA",9, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Frisco, TX",8, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
