Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Los Angeles, CA",125, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Houston, TX",72, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Chicago, IL",55, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Miami, FL",48, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Brooklyn, NY",48, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Dallas, TX",44, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Seattle, WA",40, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Orlando, FL",39, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"New York City, NY",37, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Phoenix, AZ",34, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Austin, TX",34, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Denver, CO",31, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Detroit, MI",31, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"San Diego, CA",25, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Atlanta, GA",24, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"San Antonio, TX",24, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Salt Lake City, UT",22, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Las Vegas, NV",22, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Charlotte, NC",22, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Philadelphia, PA",20, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Tampa, FL",19, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Washington, D.C., DC",19, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Fort Lauderdale, FL",18, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"San Francisco, CA",17, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Portland, OR",17, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"San Jose, CA",16, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Mesa, AZ",16, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Manhattan, NY",15, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Minneapolis, MN",14, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Pompano Beach, FL",14, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Erie, PA",14, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"Irvine, CA",14, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"The Bronx, NY",13, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
"El Centro, CA",13, Problems detected ,45.32%,.76%,Thu 21 Mar 2019 13:36:47,T-Mobile,Is the service down,8.01%,32.63%,2.87%,10.42%
