Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Spokane, WA",17, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Detroit, MI",17, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Atlanta, GA",15, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Henderson, NV",13, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Nashville, TN",10, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Tacoma, WA",10, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Meridian, ID",10, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Charlotte, NC",9, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Indianapolis, IN",9, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Chandler, AZ",9, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Sacramento, CA",9, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Austin, TX",8, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Scottsdale, AZ",7, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Washington, D.C., DC",7, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Fort Worth, TX",7, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"La Mirada, CA",6, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Raleigh, NC",6, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Omaha, NE",6, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Columbia, SC",6, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Arlington, TX",6, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Lynchburg, VA",6, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Brooklyn, NY",6, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"The Bronx, NY",6, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Orlando, FL",6, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"St. Louis, MO",6, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Philadelphia, PA",5, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Downey, CA",5, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Louisville, KY",5, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Manhattan, NY",5, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Hampstead, MD",5, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Waukesha, WI",5, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Newport Beach, CA",5, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Stockton, CA",5, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Salt Lake City, UT",5, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Bothell, WA",5, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
"Gilbert, AZ",5, Problems detected ,.67%,76.25%,Thu 21 Mar 2019 11:54:55,DirecTV,Is the service down,2.68%,7.02%,1.67%,11.71%
