Date/Time,How long ago,Issue,Location,Provider,Reports in last 20 minutes,Source,Internet down 
Thu 21 Mar 2019 23:12:43,Mar 19,Internet down,"Seattle, WA",Comcast Business,0,Outage Report,100%
Thu 21 Mar 2019 23:12:43,Mar 20,Internet down,"Cambridge, MA",Comcast Business,0,Outage Report,100%
Thu 21 Mar 2019 23:12:43,Mar 20,Internet down,"Decatur, GA",Comcast Business,0,Outage Report,100%
Thu 21 Mar 2019 23:12:43,Mar 20,Internet down,"Oakland, CA",Comcast Business,0,Outage Report,100%
Thu 21 Mar 2019 23:12:43,6h,Internet down,"Salt Lake City, UT",Comcast Business,0,Outage Report,100%
Thu 21 Mar 2019 23:12:43,4h,Internet down,not recognized,Comcast Business,0,Outage Report,100%
