Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Houston, TX",427, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"San Antonio, TX",251, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Chicago, IL",191, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Dallas, TX",148, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Washington, D.C., DC",130, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Atlanta, GA",96, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Los Angeles, CA",86, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Detroit, MI",80, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Orlando, FL",74, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Brooklyn, NY",68, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Nashville, TN",66, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Denver, CO",65, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"St. Louis, MO",65, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"New York City, NY",56, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Charlotte, NC",55, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Phoenix, AZ",53, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Kansas City, MO",51, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Austin, TX",49, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Omaha, NE",49, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"San Diego, CA",47, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Spring, TX",47, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Columbus, OH",43, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Tampa, FL",42, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
"Portland, OR",42, Some problems detected ,44.22%,.82%,Thu 21 Mar 2019 19:12:30,Sprint,Is the service down,6.82%,37.22%,3.64%,7.28%
