Date/Time,How long ago,Issue,Location,Provider,Reports in last 20 minutes,Source
Thu 21 Mar 2019 17:38:00,23h,Cell service down,"Saint Charles, MN",Verizon,0,Outage Report
Thu 21 Mar 2019 17:38:00,22h,Cell service down,"Marietta, GA",Verizon,0,Outage Report
Thu 21 Mar 2019 17:38:00,21h,Internet down,"Hampton, VA",Verizon,0,Outage Report
Thu 21 Mar 2019 17:38:00,20h,Internet down,"Philadelphia, PA",Verizon,0,Outage Report
Thu 21 Mar 2019 17:38:00,15h,Internet down,not recognized,Verizon,0,Outage Report
Thu 21 Mar 2019 17:38:00,13h,Internet down,"Washington, DC",Verizon,0,Outage Report
