Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Austin, TX",48, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Birmingham, AL",40, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Newport News, VA",39, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Carlsbad, CA",37, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Miami, FL",36, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Allentown, PA",35, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Las Vegas, NV",34, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"St. Petersburg, FL",34, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"San Jose, CA",33, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Omaha, NE",32, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Woodbridge, VA",32, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Salt Lake City, UT",31, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Chesapeake, VA",30, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Saint Paul, MN",29, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
