Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Naples, FL",685, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Washington, D.C., DC",377, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Philadelphia, PA",357, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Brooklyn, NY",331, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"New York City, NY",253, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"East Lansing, MI",176, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Silver Spring, MD",169, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Los Angeles, CA",150, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Columbia, MD",144, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Charlotte, NC",127, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Baltimore, MD",125, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Hampstead, MD",122, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Atlanta, GA",121, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Pittsburgh, PA",111, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Alexandria, VA",107, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"The Bronx, NY",107, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Houston, TX",104, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Tampa, FL",95, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Denver, CO",91, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Chicago, IL",87, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Dallas, TX",85, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Buffalo, NY",84, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Portland, OR",77, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Richmond, VA",73, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Boston, MA",70, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Seattle, WA",67, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Minneapolis, MN",63, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Detroit, MI",63, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Hyattsville, MD",63, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Howell, MI",56, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Long Beach, CA",55, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Flushing, NY",55, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Raleigh, NC",53, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Newark, NJ",51, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Phoenix, AZ",51, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
"Columbus, OH",49, Problems detected ,62.35%,3.03%,Thu 21 Mar 2019 19:12:30,Verizon,Is the service down,5.40%,21.71%,3.92%,3.59%
