Location,Reports,Status,Phone,TV,Date/Time collected,Provider,Source,E-mail,Internet,Wi-fi,Total Blackout
"Chicago, IL",1622, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Dallas, TX",1517, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Houston, TX",798, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Atlanta, GA",650, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Los Angeles, CA",640, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Detroit, MI",505, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Fort Worth, TX",344, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Orlando, FL",297, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Irving, TX",291, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Charlotte, NC",283, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Columbus, OH",266, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Cleveland, OH",263, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Austin, TX",241, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Miami, FL",198, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Center Line, MI",194, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Indianapolis, IN",193, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Sacramento, CA",169, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Milwaukee, WI",165, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Oakland, CA",159, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"San Antonio, TX",147, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Danville, CA",143, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Canton, GA",132, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"San Francisco, CA",126, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Concord, CA",120, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Norcross, GA",117, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Nashville, TN",115, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"San Jose, CA",112, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"New York City, NY",111, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Seattle, WA",105, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"St. Louis, MO",104, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Trenton, MI",102, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Katy, TX",102, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
"Kansas City, MO",98, Problems detected ,36.57%,3.51%,Thu 21 Mar 2019 13:37:59,att,Is the service down,5.09%,43.26%,6.43%,5.14%
