Date/Time collected,E-mail,Internet,Location,Phone,Provider,Reports,Source,Status,TV,Total Blackout,Wi-fi
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Dallas, TX",,Cable-ONE,10,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Los Angeles, CA",,Cable-ONE,9,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Boise, ID",,Cable-ONE,9,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Meridian, ID",,Cable-ONE,6,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Texarkana, TX",,Cable-ONE,6,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Houston, TX",,Cable-ONE,5,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Lewiston, ID",,Cable-ONE,5,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Prescott Valley, AZ",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Lehi, UT",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"San Antonio, TX",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Austin, TX",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Idaho Falls, ID",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Phoenix, AZ",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Sandy, UT",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"West Jordan, UT",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Minneapolis, MN",,Cable-ONE,3,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Tacoma, WA",,Cable-ONE,3,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Chicago, IL",,Cable-ONE,3,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Fullerton, CA",,Cable-ONE,3,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Seattle, WA",,Cable-ONE,3,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Katy, TX",,Cable-ONE,3,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Kansas City, MO",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Sioux City, IA",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Chandler, AZ",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Paris, IL",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Anniston, AL",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Odessa, TX",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Brandon, MS",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Auburn, WA",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Fort Worth, TX",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Oklahoma City, OK",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Prescott, AZ",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Irving, TX",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Nampa, ID",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Plano, TX",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Port Lavaca, TX",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Kress, TX",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Killeen, TX",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Bountiful, UT",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Draper, UT",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Emporia, KS",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Haynesville, LA",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Joplin, MO",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Norcross, GA",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Burbank, CA",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Westville, IL",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Indianapolis, IN",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Independence, KS",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:13:25,4.65%,69.77%,"Eagle, ID",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Brooklyn, NY",1.68%,optimum-cablevision,669,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"New York City, NY",1.68%,optimum-cablevision,231,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"The Bronx, NY",1.68%,optimum-cablevision,212,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Newark, NJ",1.68%,optimum-cablevision,140,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Flushing, NY",1.68%,optimum-cablevision,123,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Jersey City, NJ",1.68%,optimum-cablevision,46,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Bridgeport, CT",1.68%,optimum-cablevision,29,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"East Orange, NJ",1.68%,optimum-cablevision,23,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Union City, NJ",1.68%,optimum-cablevision,17,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Philadelphia, PA",1.68%,optimum-cablevision,16,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Wayne, NJ",1.68%,optimum-cablevision,16,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Secaucus, NJ",1.68%,optimum-cablevision,16,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Piscataway, NJ",1.68%,optimum-cablevision,15,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Edison, NJ",1.68%,optimum-cablevision,15,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"New Haven, CT",1.68%,optimum-cablevision,14,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Linden, NJ",1.68%,optimum-cablevision,13,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Bronx, NY",1.68%,optimum-cablevision,13,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Rahway, NJ",1.68%,optimum-cablevision,13,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Silver Spring, MD",1.68%,optimum-cablevision,12,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Washington, D.C., DC",1.68%,optimum-cablevision,12,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Foxborough, MA",1.68%,optimum-cablevision,12,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Meriden, CT",1.68%,optimum-cablevision,12,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Lanham, MD",1.68%,optimum-cablevision,12,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Madison, NJ",1.68%,optimum-cablevision,11,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Valley Stream, NY",1.68%,optimum-cablevision,11,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"South Orange, NJ",1.68%,optimum-cablevision,10,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Matawan, NJ",1.68%,optimum-cablevision,10,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Elizabeth, NJ",1.68%,optimum-cablevision,10,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Detroit, MI",1.68%,optimum-cablevision,10,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Lynbrook, NY",1.68%,optimum-cablevision,10,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Clark, NJ",1.68%,optimum-cablevision,10,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"New Rochelle, NY",1.68%,optimum-cablevision,10,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Lyons, NJ",1.68%,optimum-cablevision,10,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Yonkers, NY",1.68%,optimum-cablevision,9,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Paterson, NJ",1.68%,optimum-cablevision,9,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Metuchen, NJ",1.68%,optimum-cablevision,9,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Boston, MA",1.68%,optimum-cablevision,9,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"New City, NY",1.68%,optimum-cablevision,9,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Colonia, NJ",1.68%,optimum-cablevision,9,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Milford, CT",1.68%,optimum-cablevision,9,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"South Plainfield, NJ",1.68%,optimum-cablevision,9,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Maplewood, NJ",1.68%,optimum-cablevision,8,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Syracuse, NY",1.68%,optimum-cablevision,8,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Bayonne, NJ",1.68%,optimum-cablevision,8,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Lyndhurst, NJ",1.68%,optimum-cablevision,8,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Stamford, CT",1.68%,optimum-cablevision,8,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"New Hyde Park, NY",1.68%,optimum-cablevision,8,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Garfield, NJ",1.68%,optimum-cablevision,7,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Cresskill, NJ",1.68%,optimum-cablevision,7,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:34:17,7.41%,64.98%,"Norwalk, CT",1.68%,optimum-cablevision,7,Is the service down, Problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Los Angeles, CA",45.43%,T-Mobile,125,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Houston, TX",45.43%,T-Mobile,72,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Chicago, IL",45.43%,T-Mobile,55,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Miami, FL",45.43%,T-Mobile,48,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Brooklyn, NY",45.43%,T-Mobile,48,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Dallas, TX",45.43%,T-Mobile,44,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Seattle, WA",45.43%,T-Mobile,40,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Orlando, FL",45.43%,T-Mobile,38,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"New York City, NY",45.43%,T-Mobile,37,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Phoenix, AZ",45.43%,T-Mobile,34,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Austin, TX",45.43%,T-Mobile,34,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Denver, CO",45.43%,T-Mobile,31,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Detroit, MI",45.43%,T-Mobile,31,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"San Diego, CA",45.43%,T-Mobile,25,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"San Antonio, TX",45.43%,T-Mobile,24,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Atlanta, GA",45.43%,T-Mobile,23,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Salt Lake City, UT",45.43%,T-Mobile,22,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Las Vegas, NV",45.43%,T-Mobile,22,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Charlotte, NC",45.43%,T-Mobile,22,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Philadelphia, PA",45.43%,T-Mobile,20,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Tampa, FL",45.43%,T-Mobile,19,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Washington, D.C., DC",45.43%,T-Mobile,19,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Fort Lauderdale, FL",45.43%,T-Mobile,18,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"San Francisco, CA",45.43%,T-Mobile,17,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Portland, OR",45.43%,T-Mobile,17,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"San Jose, CA",45.43%,T-Mobile,16,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Mesa, AZ",45.43%,T-Mobile,16,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Manhattan, NY",45.43%,T-Mobile,15,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Minneapolis, MN",45.43%,T-Mobile,14,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Pompano Beach, FL",45.43%,T-Mobile,14,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Erie, PA",45.43%,T-Mobile,14,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Irvine, CA",45.43%,T-Mobile,14,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"The Bronx, NY",45.43%,T-Mobile,13,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"El Centro, CA",45.43%,T-Mobile,13,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Tacoma, WA",45.43%,T-Mobile,13,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Oklahoma City, OK",45.43%,T-Mobile,12,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Prosper, TX",45.43%,T-Mobile,12,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"West Valley City, UT",45.43%,T-Mobile,12,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Plano, TX",45.43%,T-Mobile,12,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Queens, NY",45.43%,T-Mobile,12,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Baltimore, MD",45.43%,T-Mobile,11,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Kansas City, MO",45.43%,T-Mobile,11,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Albuquerque, NM",45.43%,T-Mobile,11,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"El Paso, TX",45.43%,T-Mobile,10,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Pittsburgh, PA",45.43%,T-Mobile,10,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Sacramento, CA",45.43%,T-Mobile,9,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Honolulu, HI",45.43%,T-Mobile,9,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Waianae, HI",45.43%,T-Mobile,9,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Santa Monica, CA",45.43%,T-Mobile,9,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 11:54:55,7.77%,32.93%,"Frisco, TX",45.43%,T-Mobile,8,Is the service down, Problems detected ,.76%,10.37%,2.74%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Denver, CO",8.69%,CenturyLink,524,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Seattle, WA",8.69%,CenturyLink,334,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Portland, OR",8.69%,CenturyLink,282,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Minneapolis, MN",8.69%,CenturyLink,268,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Omaha, NE",8.69%,CenturyLink,260,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Dallas, TX",8.69%,CenturyLink,246,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Salt Lake City, UT",8.69%,CenturyLink,228,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Chicago, IL",8.69%,CenturyLink,210,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Los Angeles, CA",8.69%,CenturyLink,206,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Phoenix, AZ",8.69%,CenturyLink,147,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Des Moines, IA",8.69%,CenturyLink,135,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Tacoma, WA",8.69%,CenturyLink,122,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Albuquerque, NM",8.69%,CenturyLink,95,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Las Vegas, NV",8.69%,CenturyLink,80,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Houston, TX",8.69%,CenturyLink,78,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Saint Paul, MN",8.69%,CenturyLink,73,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Orlando, FL",8.69%,CenturyLink,68,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"West Jordan, UT",8.69%,CenturyLink,64,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Irving, TX",8.69%,CenturyLink,62,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Downey, CA",8.69%,CenturyLink,61,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Fort Worth, TX",8.69%,CenturyLink,58,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Detroit, MI",8.69%,CenturyLink,56,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Fullerton, CA",8.69%,CenturyLink,54,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Boise, ID",8.69%,CenturyLink,53,Is the service down, No problems detected ,.86%,3.71%,8.29%
Thu 21 Mar 2019 13:33:10,3.25%,75.19%,"Charlotte, NC",8.69%,CenturyLink,48,Is the service down, No problems detected ,.86%,3.71%,8.29%
