Date/Time collected,E-mail,Internet,Location,Phone,Provider,Reports,Source,Status,TV,Total Blackout,Wi-fi
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Edison, NJ",1.68%,optimum-cablevision,15,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"New Haven, CT",1.68%,optimum-cablevision,14,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Linden, NJ",1.68%,optimum-cablevision,13,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Bronx, NY",1.68%,optimum-cablevision,13,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Rahway, NJ",1.68%,optimum-cablevision,13,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Silver Spring, MD",1.68%,optimum-cablevision,12,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Washington, D.C., DC",1.68%,optimum-cablevision,12,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Foxborough, MA",1.68%,optimum-cablevision,12,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Meriden, CT",1.68%,optimum-cablevision,12,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Lanham, MD",1.68%,optimum-cablevision,12,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Madison, NJ",1.68%,optimum-cablevision,11,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Valley Stream, NY",1.68%,optimum-cablevision,11,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"South Orange, NJ",1.68%,optimum-cablevision,10,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Matawan, NJ",1.68%,optimum-cablevision,10,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Elizabeth, NJ",1.68%,optimum-cablevision,10,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Detroit, MI",1.68%,optimum-cablevision,10,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Lynbrook, NY",1.68%,optimum-cablevision,10,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Clark, NJ",1.68%,optimum-cablevision,10,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"New Rochelle, NY",1.68%,optimum-cablevision,10,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Lyons, NJ",1.68%,optimum-cablevision,10,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Yonkers, NY",1.68%,optimum-cablevision,9,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Paterson, NJ",1.68%,optimum-cablevision,9,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Metuchen, NJ",1.68%,optimum-cablevision,9,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Boston, MA",1.68%,optimum-cablevision,9,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"New City, NY",1.68%,optimum-cablevision,9,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Colonia, NJ",1.68%,optimum-cablevision,9,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Milford, CT",1.68%,optimum-cablevision,9,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"South Plainfield, NJ",1.68%,optimum-cablevision,9,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Maplewood, NJ",1.68%,optimum-cablevision,8,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Syracuse, NY",1.68%,optimum-cablevision,8,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Bayonne, NJ",1.68%,optimum-cablevision,8,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Lyndhurst, NJ",1.68%,optimum-cablevision,8,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Stamford, CT",1.68%,optimum-cablevision,8,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"New Hyde Park, NY",1.68%,optimum-cablevision,8,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Garfield, NJ",1.68%,optimum-cablevision,7,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Cresskill, NJ",1.68%,optimum-cablevision,7,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 13:15:02,7.41%,64.98%,"Norwalk, CT",1.68%,optimum-cablevision,7,Is the service down, No problems detected ,11.45%,8.75%,5.72%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Salt Lake City, UT",,Cable-ONE,12,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Dallas, TX",,Cable-ONE,10,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Los Angeles, CA",,Cable-ONE,9,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Boise, ID",,Cable-ONE,9,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Meridian, ID",,Cable-ONE,6,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Texarkana, TX",,Cable-ONE,6,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Houston, TX",,Cable-ONE,5,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Lewiston, ID",,Cable-ONE,5,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Prescott Valley, AZ",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Lehi, UT",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"San Antonio, TX",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Austin, TX",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Idaho Falls, ID",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Phoenix, AZ",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Sandy, UT",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"West Jordan, UT",,Cable-ONE,4,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Minneapolis, MN",,Cable-ONE,3,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Tacoma, WA",,Cable-ONE,3,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Chicago, IL",,Cable-ONE,3,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Fullerton, CA",,Cable-ONE,3,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Seattle, WA",,Cable-ONE,3,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Katy, TX",,Cable-ONE,3,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Kansas City, MO",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Sioux City, IA",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Chandler, AZ",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Paris, IL",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Anniston, AL",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Odessa, TX",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Brandon, MS",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Auburn, WA",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Fort Worth, TX",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Oklahoma City, OK",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Prescott, AZ",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Irving, TX",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Nampa, ID",,Cable-ONE,2,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Plano, TX",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Port Lavaca, TX",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Kress, TX",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Killeen, TX",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Bountiful, UT",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Draper, UT",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Emporia, KS",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Haynesville, LA",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Joplin, MO",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Norcross, GA",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Burbank, CA",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Westville, IL",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Indianapolis, IN",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Independence, KS",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,4.65%,69.77%,"Eagle, ID",,Cable-ONE,1,Is the service down, No problems detected ,9.30%,4.65%,11.63%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Austin, TX",1.56%,Google-Fiber,13,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Kansas City, KS",1.56%,Google-Fiber,13,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Atlanta, GA",1.56%,Google-Fiber,10,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Kansas City, MO",1.56%,Google-Fiber,10,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Provo, UT",1.56%,Google-Fiber,7,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Lenexa, KS",1.56%,Google-Fiber,6,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Louisville, KY",1.56%,Google-Fiber,6,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Mountain View, CA",1.56%,Google-Fiber,5,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Lee's Summit, MO",1.56%,Google-Fiber,5,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Chicago, IL",1.56%,Google-Fiber,5,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Charlotte, NC",1.56%,Google-Fiber,4,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"St. Louis, MO",1.56%,Google-Fiber,4,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Birmingham, AL",1.56%,Google-Fiber,4,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Los Angeles, CA",1.56%,Google-Fiber,4,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Huntsville, AL",1.56%,Google-Fiber,4,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Durham, NC",1.56%,Google-Fiber,4,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Overland Park, KS",1.56%,Google-Fiber,4,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Shawnee, KS",1.56%,Google-Fiber,3,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Salt Lake City, UT",1.56%,Google-Fiber,3,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Houston, TX",1.56%,Google-Fiber,3,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"San Antonio, TX",1.56%,Google-Fiber,3,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Cary, NC",1.56%,Google-Fiber,2,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Canton, GA",1.56%,Google-Fiber,2,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Grandview, MO",1.56%,Google-Fiber,2,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Concord, NC",1.56%,Google-Fiber,2,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Dallas, TX",1.56%,Google-Fiber,2,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Denver, CO",1.56%,Google-Fiber,2,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Indianapolis, IN",1.56%,Google-Fiber,2,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Brighton, NY",1.56%,Google-Fiber,2,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Raleigh, NC",1.56%,Google-Fiber,2,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Kiel, WI",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Five Forks, SC",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Wake Forest, NC",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Sandy, UT",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Westwood, KS",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Richmond, VA",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Alexander City, AL",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Montgomery, AL",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Gonzales, LA",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Auburn, AL",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Alabaster, AL",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Smiths Station, AL",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Maylene, AL",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Norcross, GA",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Columbus, GA",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"San Francisco, CA",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Sunset Valley, TX",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Lehi, UT",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Boise, ID",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 11:54:55,7.81%,51.56%,"Nashville, TN",1.56%,Google-Fiber,1,Is the service down, No problems detected ,17.19%,10.94%,10.94%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Los Angeles, CA",2.04%,time-warner-cable,2663,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Dallas, TX",2.04%,time-warner-cable,1908,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Chicago, IL",2.04%,time-warner-cable,1784,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Charlotte, NC",2.04%,time-warner-cable,1476,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Detroit, MI",2.04%,time-warner-cable,1455,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Brooklyn, NY",2.04%,time-warner-cable,1146,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Orlando, FL",2.04%,time-warner-cable,1018,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Atlanta, GA",2.04%,time-warner-cable,800,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Cleveland, OH",2.04%,time-warner-cable,749,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Columbus, OH",2.04%,time-warner-cable,714,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Houston, TX",2.04%,time-warner-cable,703,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Buffalo, NY",2.04%,time-warner-cable,646,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Austin, TX",2.04%,time-warner-cable,598,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"New York City, NY",2.04%,time-warner-cable,578,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Tampa, FL",2.04%,time-warner-cable,575,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Milwaukee, WI",2.04%,time-warner-cable,516,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Minneapolis, MN",2.04%,time-warner-cable,457,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Louisville, KY",2.04%,time-warner-cable,456,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Rochester, NY",2.04%,time-warner-cable,424,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"San Antonio, TX",2.04%,time-warner-cable,382,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Raleigh, NC",2.04%,time-warner-cable,372,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"St. Louis, MO",2.04%,time-warner-cable,367,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Honolulu, HI",2.04%,time-warner-cable,360,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Seattle, WA",2.04%,time-warner-cable,347,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Dayton, OH",2.04%,time-warner-cable,346,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"The Bronx, NY",2.04%,time-warner-cable,345,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Fullerton, CA",2.04%,time-warner-cable,336,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Kansas City, MO",2.04%,time-warner-cable,331,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Center Line, MI",2.04%,time-warner-cable,323,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Sacramento, CA",2.04%,time-warner-cable,314,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Indianapolis, IN",2.04%,time-warner-cable,314,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Fort Worth, TX",2.04%,time-warner-cable,301,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Flushing, NY",2.04%,time-warner-cable,279,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Irvine, CA",2.04%,time-warner-cable,276,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
Thu 21 Mar 2019 13:33:10,4.75%,62.95%,"Philadelphia, PA",2.04%,time-warner-cable,253,Is the service down, Some problems detected ,17.32%,6.78%,6.17%
