Date collected,Location,Provider,Source,Status,Time collected,bad signal ,internet ,landline internet ,limited channels ,mobile internet ,mobile phone ,no network or reception ,no signal ,no tv ,online viewing ,phone ,total blackout ,tv 
Thu 21 Mar 2019,chicago,DirecTV,Down detector,No problems,13:33:10,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,spokane,DirecTV,Down detector,No problems,13:33:10,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,phoenix,DirecTV,Down detector,No problems,13:33:10,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,portland,DirecTV,Down detector,No problems,13:33:10,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,minneapolis,DirecTV,Down detector,No problems,13:33:10,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,boise,DirecTV,Down detector,No problems,13:33:10,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,kennewick,DirecTV,Down detector,No problems,13:33:10,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,brooklyn,Atlantic-Broadband,Down detector,No problems,11:54:55,,81%,,,,,,,,,,18%,
Thu 21 Mar 2019,evington,Atlantic-Broadband,Down detector,No problems,11:54:55,,81%,,,,,,,,,,18%,
Thu 21 Mar 2019,bethel,Atlantic-Broadband,Down detector,No problems,11:54:55,,81%,,,,,,,,,,18%,
Thu 21 Mar 2019,cumberland,Atlantic-Broadband,Down detector,No problems,11:54:55,,81%,,,,,,,,,,18%,
Thu 21 Mar 2019,bedford,Atlantic-Broadband,Down detector,No problems,11:54:55,,81%,,,,,,,,,,18%,
Thu 21 Mar 2019,johnstown,Atlantic-Broadband,Down detector,No problems,11:54:55,,81%,,,,,,,,,,18%,
Thu 21 Mar 2019,bradford,Atlantic-Broadband,Down detector,No problems,11:54:55,,81%,,,,,,,,,,18%,
Thu 21 Mar 2019,randallstown,Atlantic-Broadband,Down detector,No problems,11:54:55,,81%,,,,,,,,,,18%,
Thu 21 Mar 2019,bowie,Atlantic-Broadband,Down detector,No problems,11:54:55,,81%,,,,,,,,,,18%,
Thu 21 Mar 2019,lexington-park,Atlantic-Broadband,Down detector,No problems,11:54:55,,81%,,,,,,,,,,18%,
Thu 21 Mar 2019,norcross,Cricket-Wireless,Down detector,Possible problems,13:27:17,,,,,15%,,,,,,66%,18%,
Thu 21 Mar 2019,houston,Cricket-Wireless,Down detector,Possible problems,13:27:17,,,,,15%,,,,,,66%,18%,
Thu 21 Mar 2019,brooklyn,Cricket-Wireless,Down detector,Possible problems,13:27:17,,,,,15%,,,,,,66%,18%,
Thu 21 Mar 2019,phoenix,Cricket-Wireless,Down detector,Possible problems,13:27:17,,,,,15%,,,,,,66%,18%,
Thu 21 Mar 2019,dayton,Cricket-Wireless,Down detector,Possible problems,13:27:17,,,,,15%,,,,,,66%,18%,
Thu 21 Mar 2019,tampa,Cricket-Wireless,Down detector,Possible problems,13:27:17,,,,,15%,,,,,,66%,18%,
Thu 21 Mar 2019,sumter,Cricket-Wireless,Down detector,Possible problems,13:27:17,,,,,15%,,,,,,66%,18%,
Thu 21 Mar 2019,greenville,Cricket-Wireless,Down detector,Possible problems,13:27:17,,,,,15%,,,,,,66%,18%,
Thu 21 Mar 2019,garland,Cricket-Wireless,Down detector,Possible problems,13:27:17,,,,,15%,,,,,,66%,18%,
Thu 21 Mar 2019,tempe,Cricket-Wireless,Down detector,Possible problems,13:27:17,,,,,15%,,,,,,66%,18%,
Thu 21 Mar 2019,lincoln,windstream,Down detector,No problems,13:12:08,,84%,,,,,,,,,15%,,
Thu 21 Mar 2019,concord,windstream,Down detector,No problems,13:12:08,,84%,,,,,,,,,15%,,
Thu 21 Mar 2019,lexington,windstream,Down detector,No problems,13:12:08,,84%,,,,,,,,,15%,,
Thu 21 Mar 2019,atlanta,windstream,Down detector,No problems,13:12:08,,84%,,,,,,,,,15%,,
Thu 21 Mar 2019,norcross,windstream,Down detector,No problems,13:12:08,,84%,,,,,,,,,15%,,
Thu 21 Mar 2019,houston,windstream,Down detector,No problems,13:12:08,,84%,,,,,,,,,15%,,
Thu 21 Mar 2019,grayson,windstream,Down detector,No problems,13:12:08,,84%,,,,,,,,,15%,,
Thu 21 Mar 2019,dallas,windstream,Down detector,No problems,13:12:08,,84%,,,,,,,,,15%,,
Thu 21 Mar 2019,blairsville,windstream,Down detector,No problems,13:12:08,,84%,,,,,,,,,15%,,
Thu 21 Mar 2019,chicago,windstream,Down detector,No problems,13:12:08,,84%,,,,,,,,,15%,,
Thu 21 Mar 2019,chicago,Sprint,Down detector,No problems,11:54:55,,,,,52%,,,,,,39%,7%,
Thu 21 Mar 2019,new-york,Sprint,Down detector,No problems,11:54:55,,,,,52%,,,,,,39%,7%,
Thu 21 Mar 2019,houston,Sprint,Down detector,No problems,11:54:55,,,,,52%,,,,,,39%,7%,
Thu 21 Mar 2019,dallas,Sprint,Down detector,No problems,11:54:55,,,,,52%,,,,,,39%,7%,
Thu 21 Mar 2019,san-marcos,Sprint,Down detector,No problems,11:54:55,,,,,52%,,,,,,39%,7%,
Thu 21 Mar 2019,kansas-city,Sprint,Down detector,No problems,11:54:55,,,,,52%,,,,,,39%,7%,
Thu 21 Mar 2019,los-angeles,Sprint,Down detector,No problems,11:54:55,,,,,52%,,,,,,39%,7%,
Thu 21 Mar 2019,brooklyn,Sprint,Down detector,No problems,11:54:55,,,,,52%,,,,,,39%,7%,
Thu 21 Mar 2019,saint-louis,Sprint,Down detector,No problems,11:54:55,,,,,52%,,,,,,39%,7%,
Thu 21 Mar 2019,austin,Sprint,Down detector,No problems,11:54:55,,,,,52%,,,,,,39%,7%,
Thu 21 Mar 2019,dallas,charter-communications,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,chicago,charter-communications,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,los-angeles,charter-communications,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,houston,charter-communications,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,brooklyn,charter-communications,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,milwaukee,charter-communications,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,new-york,charter-communications,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,saint-louis,charter-communications,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,dayton,charter-communications,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,medford,charter-communications,Down detector,No problems,13:15:02,,72%,,,,,,,,,,7%,19%
Thu 21 Mar 2019,dallas,charter-communications,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,chicago,charter-communications,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,los-angeles,charter-communications,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,houston,charter-communications,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,brooklyn,charter-communications,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,milwaukee,charter-communications,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,new-york,charter-communications,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,saint-louis,charter-communications,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,dayton,charter-communications,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,medford,charter-communications,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,huntsville,Google-Fiber,Down detector,No problems,13:12:08,,100%,,,,,,,,,,,
Thu 21 Mar 2019,charlotte,Google-Fiber,Down detector,No problems,13:12:08,,100%,,,,,,,,,,,
Thu 21 Mar 2019,atlanta,Google-Fiber,Down detector,No problems,13:12:08,,100%,,,,,,,,,,,
Thu 21 Mar 2019,madison,Google-Fiber,Down detector,No problems,13:12:08,,100%,,,,,,,,,,,
Thu 21 Mar 2019,kansas-city,Google-Fiber,Down detector,No problems,13:12:08,,100%,,,,,,,,,,,
Thu 21 Mar 2019,orlando,Google-Fiber,Down detector,No problems,13:12:08,,100%,,,,,,,,,,,
Thu 21 Mar 2019,phenix-city,Google-Fiber,Down detector,No problems,13:12:08,,100%,,,,,,,,,,,
Thu 21 Mar 2019,saint-louis,Google-Fiber,Down detector,No problems,13:12:08,,100%,,,,,,,,,,,
Thu 21 Mar 2019,houston,Google-Fiber,Down detector,No problems,13:12:08,,100%,,,,,,,,,,,
Thu 21 Mar 2019,dayton,Google-Fiber,Down detector,No problems,13:12:08,,100%,,,,,,,,,,,
Thu 21 Mar 2019,denver,CenturyLink,Down detector,Possible problems,13:12:11,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,minneapolis,CenturyLink,Down detector,Possible problems,13:12:11,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,phoenix,CenturyLink,Down detector,Possible problems,13:12:11,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,seattle,CenturyLink,Down detector,Possible problems,13:12:11,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,portland,CenturyLink,Down detector,Possible problems,13:12:11,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,albuquerque,CenturyLink,Down detector,Possible problems,13:12:11,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,dallas,CenturyLink,Down detector,Possible problems,13:12:11,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,boise,CenturyLink,Down detector,Possible problems,13:12:11,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,des-moines,CenturyLink,Down detector,Possible problems,13:12:11,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,saint-paul,CenturyLink,Down detector,Possible problems,13:12:11,,88%,,,,,,,,,8%,2%,
Thu 21 Mar 2019,lincoln,windstream,Down detector,No problems,13:27:17,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,concord,windstream,Down detector,No problems,13:27:17,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,lexington,windstream,Down detector,No problems,13:27:17,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,atlanta,windstream,Down detector,No problems,13:27:17,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,norcross,windstream,Down detector,No problems,13:27:17,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,houston,windstream,Down detector,No problems,13:27:17,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,grayson,windstream,Down detector,No problems,13:27:17,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,dallas,windstream,Down detector,No problems,13:27:17,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,blairsville,windstream,Down detector,No problems,13:27:17,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,chicago,windstream,Down detector,No problems,13:27:17,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,naples,Verizon-Wireless,Down detector,No problems,13:33:10,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,new-york,Verizon-Wireless,Down detector,No problems,13:33:10,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,philadelphia,Verizon-Wireless,Down detector,No problems,13:33:10,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,marco-island,Verizon-Wireless,Down detector,No problems,13:33:10,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,brooklyn,Verizon-Wireless,Down detector,No problems,13:33:10,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,charlotte,Verizon-Wireless,Down detector,No problems,13:33:10,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,sumter,Verizon-Wireless,Down detector,No problems,13:33:10,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,atlanta,Verizon-Wireless,Down detector,No problems,13:33:10,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,tampa,Verizon-Wireless,Down detector,No problems,13:33:10,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,indianapolis,Verizon-Wireless,Down detector,No problems,13:33:10,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,naples,Verizon-Wireless,Down detector,No problems,13:13:25,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,new-york,Verizon-Wireless,Down detector,No problems,13:13:25,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,philadelphia,Verizon-Wireless,Down detector,No problems,13:13:25,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,marco-island,Verizon-Wireless,Down detector,No problems,13:13:25,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,brooklyn,Verizon-Wireless,Down detector,No problems,13:13:25,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,charlotte,Verizon-Wireless,Down detector,No problems,13:13:25,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,sumter,Verizon-Wireless,Down detector,No problems,13:13:25,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,atlanta,Verizon-Wireless,Down detector,No problems,13:13:25,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,tampa,Verizon-Wireless,Down detector,No problems,13:13:25,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,indianapolis,Verizon-Wireless,Down detector,No problems,13:13:25,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,dallas,Bright-House-Networks,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,chicago,Bright-House-Networks,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,los-angeles,Bright-House-Networks,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,houston,Bright-House-Networks,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,brooklyn,Bright-House-Networks,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,milwaukee,Bright-House-Networks,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,new-york,Bright-House-Networks,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,saint-louis,Bright-House-Networks,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,dayton,Bright-House-Networks,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,medford,Bright-House-Networks,Down detector,No problems,13:13:25,,71%,,,,,,,,,,7%,20%
Thu 21 Mar 2019,tampa,Frontier,Down detector,No problems,13:33:10,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,dallas,Frontier,Down detector,No problems,13:33:10,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,los-angeles,Frontier,Down detector,No problems,13:33:10,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,long-beach,Frontier,Down detector,No problems,13:33:10,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,carrollton,Frontier,Down detector,No problems,13:33:10,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,chicago,Frontier,Down detector,No problems,13:33:10,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,fort-wayne,Frontier,Down detector,No problems,13:33:10,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,plano,Frontier,Down detector,No problems,13:33:10,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,sarasota,Frontier,Down detector,No problems,13:33:10,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,portland,Frontier,Down detector,No problems,13:33:10,,83%,,,,,,,,,8%,8%,
Thu 21 Mar 2019,chicago,RCN,Down detector,No problems,13:15:02,,86%,,,,,,,,,,9%,4%
Thu 21 Mar 2019,allentown,RCN,Down detector,No problems,13:15:02,,86%,,,,,,,,,,9%,4%
Thu 21 Mar 2019,bethlehem,RCN,Down detector,No problems,13:15:02,,86%,,,,,,,,,,9%,4%
Thu 21 Mar 2019,new-york,RCN,Down detector,No problems,13:15:02,,86%,,,,,,,,,,9%,4%
Thu 21 Mar 2019,washington,RCN,Down detector,No problems,13:15:02,,86%,,,,,,,,,,9%,4%
Thu 21 Mar 2019,easton,RCN,Down detector,No problems,13:15:02,,86%,,,,,,,,,,9%,4%
Thu 21 Mar 2019,corona,RCN,Down detector,No problems,13:15:02,,86%,,,,,,,,,,9%,4%
Thu 21 Mar 2019,northampton,RCN,Down detector,No problems,13:15:02,,86%,,,,,,,,,,9%,4%
Thu 21 Mar 2019,whitehall,RCN,Down detector,No problems,13:15:02,,86%,,,,,,,,,,9%,4%
Thu 21 Mar 2019,somerville,RCN,Down detector,No problems,13:15:02,,86%,,,,,,,,,,9%,4%
Thu 21 Mar 2019,lincoln,windstream,Down detector,No problems,13:36:46,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,concord,windstream,Down detector,No problems,13:36:46,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,lexington,windstream,Down detector,No problems,13:36:46,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,atlanta,windstream,Down detector,No problems,13:36:46,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,norcross,windstream,Down detector,No problems,13:36:46,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,houston,windstream,Down detector,No problems,13:36:46,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,grayson,windstream,Down detector,No problems,13:36:46,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,dallas,windstream,Down detector,No problems,13:36:46,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,blairsville,windstream,Down detector,No problems,13:36:46,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,chicago,windstream,Down detector,No problems,13:36:46,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,denver,DirecTV,Down detector,No problems,13:12:08,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,albuquerque,DirecTV,Down detector,No problems,13:12:08,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,seattle,DirecTV,Down detector,No problems,13:12:08,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,chicago,DirecTV,Down detector,No problems,13:12:08,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,spokane,DirecTV,Down detector,No problems,13:12:08,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,phoenix,DirecTV,Down detector,No problems,13:12:08,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,portland,DirecTV,Down detector,No problems,13:12:08,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,minneapolis,DirecTV,Down detector,No problems,13:12:08,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,boise,DirecTV,Down detector,No problems,13:12:08,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,kennewick,DirecTV,Down detector,No problems,13:12:08,7%,,,,,,,85%,,7%,,,
Thu 21 Mar 2019,lincoln,windstream,Down detector,No problems,13:28:14,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,concord,windstream,Down detector,No problems,13:28:14,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,lexington,windstream,Down detector,No problems,13:28:14,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,atlanta,windstream,Down detector,No problems,13:28:14,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,norcross,windstream,Down detector,No problems,13:28:14,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,houston,windstream,Down detector,No problems,13:28:14,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,grayson,windstream,Down detector,No problems,13:28:14,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,dallas,windstream,Down detector,No problems,13:28:14,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,blairsville,windstream,Down detector,No problems,13:28:14,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,chicago,windstream,Down detector,No problems,13:28:14,,85%,,,,,,,,,14%,,
Thu 21 Mar 2019,naples,Verizon-Wireless,Down detector,No problems,13:10:49,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,new-york,Verizon-Wireless,Down detector,No problems,13:10:49,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,philadelphia,Verizon-Wireless,Down detector,No problems,13:10:49,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,marco-island,Verizon-Wireless,Down detector,No problems,13:10:49,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,brooklyn,Verizon-Wireless,Down detector,No problems,13:10:49,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,charlotte,Verizon-Wireless,Down detector,No problems,13:10:49,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,sumter,Verizon-Wireless,Down detector,No problems,13:10:49,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,atlanta,Verizon-Wireless,Down detector,No problems,13:10:49,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,tampa,Verizon-Wireless,Down detector,No problems,13:10:49,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,indianapolis,Verizon-Wireless,Down detector,No problems,13:10:49,,,9%,,38%,51%,,,,,,,
Thu 21 Mar 2019,chicago,RCN,Down detector,No problems,11:54:55,,86%,,,,,,,,,,8%,4%
Thu 21 Mar 2019,allentown,RCN,Down detector,No problems,11:54:55,,86%,,,,,,,,,,8%,4%
Thu 21 Mar 2019,bethlehem,RCN,Down detector,No problems,11:54:55,,86%,,,,,,,,,,8%,4%
Thu 21 Mar 2019,new-york,RCN,Down detector,No problems,11:54:55,,86%,,,,,,,,,,8%,4%
Thu 21 Mar 2019,washington,RCN,Down detector,No problems,11:54:55,,86%,,,,,,,,,,8%,4%
Thu 21 Mar 2019,easton,RCN,Down detector,No problems,11:54:55,,86%,,,,,,,,,,8%,4%
Thu 21 Mar 2019,corona,RCN,Down detector,No problems,11:54:55,,86%,,,,,,,,,,8%,4%
Thu 21 Mar 2019,northampton,RCN,Down detector,No problems,11:54:55,,86%,,,,,,,,,,8%,4%
Thu 21 Mar 2019,whitehall,RCN,Down detector,No problems,11:54:55,,86%,,,,,,,,,,8%,4%
Thu 21 Mar 2019,somerville,RCN,Down detector,No problems,11:54:55,,86%,,,,,,,,,,8%,4%
Thu 21 Mar 2019,brooklyn,Atlantic-Broadband,Down detector,No problems,13:27:17,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,evington,Atlantic-Broadband,Down detector,No problems,13:27:17,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,bethel,Atlantic-Broadband,Down detector,No problems,13:27:17,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,cumberland,Atlantic-Broadband,Down detector,No problems,13:27:17,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,bedford,Atlantic-Broadband,Down detector,No problems,13:27:17,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,johnstown,Atlantic-Broadband,Down detector,No problems,13:27:17,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,bradford,Atlantic-Broadband,Down detector,No problems,13:27:17,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,randallstown,Atlantic-Broadband,Down detector,No problems,13:27:17,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,bowie,Atlantic-Broadband,Down detector,No problems,13:27:17,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,lexington-park,Atlantic-Broadband,Down detector,No problems,13:27:17,,88%,,,,,,,,,,11%,
Thu 21 Mar 2019,boise,Cable-ONE,Down detector,No problems,13:33:10,,100%,,,,,,,,,,,
Thu 21 Mar 2019,houston,Cable-ONE,Down detector,No problems,13:33:10,,100%,,,,,,,,,,,
Thu 21 Mar 2019,phoenix,Cable-ONE,Down detector,No problems,13:33:10,,100%,,,,,,,,,,,
Thu 21 Mar 2019,meridian,Cable-ONE,Down detector,No problems,13:33:10,,100%,,,,,,,,,,,
Thu 21 Mar 2019,idaho-falls,Cable-ONE,Down detector,No problems,13:33:10,,100%,,,,,,,,,,,
Thu 21 Mar 2019,pocatello,Cable-ONE,Down detector,No problems,13:33:10,,100%,,,,,,,,,,,
Thu 21 Mar 2019,rio-rancho,Cable-ONE,Down detector,No problems,13:33:10,,100%,,,,,,,,,,,
Thu 21 Mar 2019,sioux-city,Cable-ONE,Down detector,No problems,13:33:10,,100%,,,,,,,,,,,
Thu 21 Mar 2019,prescott,Cable-ONE,Down detector,No problems,13:33:10,,100%,,,,,,,,,,,
Thu 21 Mar 2019,dallas,Cable-ONE,Down detector,No problems,13:33:10,,100%,,,,,,,,,,,
Thu 21 Mar 2019,chicago,Sprint,Down detector,No problems,13:33:10,,,,,50%,,,,,,40%,9%,
Thu 21 Mar 2019,new-york,Sprint,Down detector,No problems,13:33:10,,,,,50%,,,,,,40%,9%,
Thu 21 Mar 2019,dallas,Sprint,Down detector,No problems,13:33:10,,,,,50%,,,,,,40%,9%,
Thu 21 Mar 2019,houston,Sprint,Down detector,No problems,13:33:10,,,,,50%,,,,,,40%,9%,
Thu 21 Mar 2019,san-marcos,Sprint,Down detector,No problems,13:33:10,,,,,50%,,,,,,40%,9%,
Thu 21 Mar 2019,kansas-city,Sprint,Down detector,No problems,13:33:10,,,,,50%,,,,,,40%,9%,
Thu 21 Mar 2019,los-angeles,Sprint,Down detector,No problems,13:33:10,,,,,50%,,,,,,40%,9%,
Thu 21 Mar 2019,brooklyn,Sprint,Down detector,No problems,13:33:10,,,,,50%,,,,,,40%,9%,
Thu 21 Mar 2019,saint-louis,Sprint,Down detector,No problems,13:33:10,,,,,50%,,,,,,40%,9%,
Thu 21 Mar 2019,grand-junction,Sprint,Down detector,No problems,13:33:10,,,,,50%,,,,,,40%,9%,
Thu 21 Mar 2019,los-angeles,T-Mobile,Down detector,No problems,11:54:55,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,houston,T-Mobile,Down detector,No problems,11:54:55,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,new-york,T-Mobile,Down detector,No problems,11:54:55,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,el-centro,T-Mobile,Down detector,No problems,11:54:55,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,chicago,T-Mobile,Down detector,No problems,11:54:55,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,brooklyn,T-Mobile,Down detector,No problems,11:54:55,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,pompano-beach,T-Mobile,Down detector,No problems,11:54:55,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,salt-lake-city,T-Mobile,Down detector,No problems,11:54:55,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,dallas,T-Mobile,Down detector,No problems,11:54:55,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,seattle,T-Mobile,Down detector,No problems,11:54:55,,,,,49%,,,26%,,,24%,,
Thu 21 Mar 2019,sumter,US-cellular,Down detector,No problems,13:27:17,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,burnsville,US-cellular,Down detector,No problems,13:27:17,,,,,44%,,,,,,44%,11%,
Thu 21 Mar 2019,preston,US-cellular,Down detector,No problems,13:27:17,,,,,44%,,,,,,44%,11%,
